Timestamp (ms),Detected Objects,Prohibited Objects,Violation Active,Violation Duration,Violation Triggered,Total Violations,Inference Time (ms),Prohibited Count
1760302132215,"[""Earbuds""]","[""Earbuds""]",True,0.0,False,0,503.5,1
1760302132736,"[""Earbuds"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]","[""Earbuds""]",True,0.5210416316986084,False,0,501.4,1
1760302133335,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,572.3,1
1760302133865,"[""Hand""]",[],False,0.0,False,0,516.6,0
1760302134360,"[""Chit"", ""Hand"", ""Hand"", ""Phone""]","[""Chit"", ""Phone""]",True,0.0,False,0,480.2,2
1760302134863,"[""Chit"", ""Hand"", ""Hand"", ""Phone""]","[""Chit"", ""Phone""]",True,0.5049121379852295,False,0,486.8,2
1760302135407,"[""Hand""]",[],False,0.0,False,0,513.8,0
1760302135919,"[""Hand""]",[],False,0.0,False,0,496.3,0
1760302136423,"[""Answer script"", ""Hand""]",[],False,0.0,False,0,477.6,0
1760302136925,"[""Hand"", ""Hand""]",[],False,0.0,False,0,474.7,0
1760302137414,"[""Hand"", ""Hand""]",[],False,0.0,False,0,464.8,0
1760302137916,"[""Hand"", ""Hand""]",[],False,0.0,False,0,488.9,0
1760302138419,"[""Chit"", ""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,479.9,1
1760302138936,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,493.7,0
1760302139431,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,474.3,1
1760302139988,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,534.7,0
1760302140519,"[""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,513.1,0
1760302141005,"[""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,468.8,0
1760302141504,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,479.5,1
1760302142026,"[""Chit"", ""Hand"", ""Hand""]","[""Chit""]",True,0.5227587223052979,False,0,490.3,1
1760302142553,"[""Hand"", ""Hand""]",[],False,0.0,False,0,504.5,0
1760302143073,"[""Chit"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,493.6,1
1760302143526,"[""Chit"", ""Hand""]","[""Chit""]",True,0.45356154441833496,False,0,435.7,1
1760302144015,"[""Chit"", ""Hand""]","[""Chit""]",True,0.942786455154419,False,0,468.5,1
1760302144517,"[""Chit"", ""Hand""]","[""Chit""]",True,1.444594144821167,False,0,482.9,1
1760302144984,"[""Hand"", ""Hand""]",[],False,0.0,False,0,449.1,0
1760302145507,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,504.7,1
1760302146024,"[""Hand""]",[],False,0.0,False,0,491.1,0
1760302147035,"[""Chit"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,484.9,1
1760302147036,"[""Hand""]",[],False,0.0,False,0,473.6,0
1760302147542,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,508.2,1
1760302148015,"[""Chit"", ""Hand""]","[""Chit""]",True,0.47441887855529785,False,0,459.4,1
1760302148513,"[""Chit"", ""Chit"", ""Hand"", ""Hand""]","[""Chit"", ""Chit""]",True,0.9718165397644043,False,0,476.8,2
1760302149058,"[""Chit"", ""Hand""]","[""Chit""]",True,1.517685890197754,False,0,530.7,1
1760302149605,"[""Hand"", ""Hand"", ""Keyboard""]",[],False,0.0,False,0,526.9,0
1760302150111,"[""Earbuds"", ""Hand"", ""Hand"", ""Hand""]","[""Earbuds""]",True,0.0,False,0,490.4,1
1760302150638,"[""Hand"", ""Hand""]",[],False,0.0,False,0,499.2,0
1760302151171,"[""Earbuds"", ""Hand"", ""Hand""]","[""Earbuds""]",True,0.0,False,0,516.7,1
1760302151651,"[""Hand""]",[],False,0.0,False,0,452.1,0
1760302152114,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,445.2,1
1760302152638,"[""Hand"", ""Hand""]",[],False,0.0,False,0,496.0,0
1760302153137,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,477.3,0
1760302153640,"[""Chit"", ""Earbuds"", ""Hand"", ""Hand"", ""Hand""]","[""Chit"", ""Earbuds""]",True,0.0,False,0,483.8,2
1760302154153,"[""Hand"", ""Hand""]",[],False,0.0,False,0,485.7,0
1760302154638,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,467.5,0
1760302155215,"[""Chit"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,550.3,1
1760302155712,"[""Chit"", ""Chit"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]","[""Chit"", ""Chit""]",True,0.4967160224914551,False,0,478.0,2
1760302156227,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,500.9,0
1760302156759,"[""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,507.7,0
1760302157287,"[""Earbuds"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]","[""Earbuds""]",True,0.0,False,0,507.4,1
1760302157775,"[""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,474.2,0
1760302158253,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,459.0,0
1760302158774,"[""Hand""]",[],False,0.0,False,0,499.8,0
1760302159293,"[""Hand"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,491.1,0
1760302159820,"[""Hand"", ""Hand""]",[],False,0.0,False,0,506.5,0
1760302160340,"[""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,499.7,0
1760302160801,"[""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,444.5,0
1760302161420,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,600.2,1
1760302161920,"[""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,468.9,0
1760302162419,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,483.8,1
1760302162920,"[""Chit"", ""Hand"", ""Hand"", ""Hand"", ""Phone""]","[""Chit"", ""Phone""]",True,0.0,False,0,482.8,2
1760302163435,"[""Chit"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,497.9,1
1760302163952,"[""Hand"", ""Hand""]",[],False,0.0,False,0,497.2,0
1760302164450,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,481.7,0
1760302164924,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,460.2,1
1760302165421,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,482.9,0
1760302165905,"[""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,467.0,0
1760302166375,"[""Hand"", ""Hand""]",[],False,0.0,False,0,457.0,0
1760302166893,"[""Hand"", ""Hand""]",[],False,0.0,False,0,491.6,0
1760302167393,"[""Chit"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,474.1,1
1760302167911,"[""Chit"", ""Hand""]","[""Chit""]",True,0.5182907581329346,False,0,493.0,1
1760302168425,"[""Chit"", ""Hand"", ""Hand""]","[""Chit""]",True,1.0316362380981445,False,0,494.8,1
1760302168944,"[""Hand"", ""Hand"", ""Hand"", ""Hand""]",[],False,0.0,False,0,499.4,0
1760302169441,"[""Chit"", ""Hand""]","[""Chit""]",True,0.0,False,0,471.1,1
1760302169959,"[""Hand""]",[],False,0.0,False,0,495.2,0
1760302170443,"[""Hand"", ""Hand""]",[],False,0.0,False,0,467.5,0
1760302170935,"[""Chit"", ""Hand"", ""Hand"", ""Hand"", ""Hand""]","[""Chit""]",True,0.0,False,0,474.6,1
1760302171445,"[""Hand"", ""Hand""]",[],False,0.0,False,0,487.7,0
1760302171932,"[""Hand"", ""Hand""]",[],False,0.0,False,0,465.8,0
1760302172435,"[""Hand""]",[],False,0.0,False,0,486.0,0
1760302172920,"[""Hand""]",[],False,0.0,False,0,468.2,0
1760302173438,[],[],False,0.0,False,0,493.0,0
1760302173957,[],[],False,0.0,False,0,490.8,0
1760302174503,[],[],False,0.0,False,0,530.9,0
1760302175097,[],[],False,0.0,False,0,571.0,0
1760302175597,[],[],False,0.0,False,0,474.5,0
1760302176147,"[""Hand""]",[],False,0.0,False,0,520.2,0
1760302177154,[],[],False,0.0,False,0,496.4,0
1760302177155,[],[],False,0.0,False,0,467.4,0
1760302177630,[],[],False,0.0,False,0,469.6,0
1760302178163,"[""Hand""]",[],False,0.0,False,0,506.7,0
1760302178661,[],[],False,0.0,False,0,484.1,0
1760302179220,"[""Hand""]",[],False,0.0,False,0,542.5,0
1760302179715,[],[],False,0.0,False,0,464.2,0
1760302180298,[],[],False,0.0,False,0,560.5,0
1760302180782,[],[],False,0.0,False,0,469.0,0
1760302181282,[],[],False,0.0,False,0,485.2,0
1760302181813,[],[],False,0.0,False,0,504.7,0
1760302182300,[],[],False,0.0,False,0,475.9,0
1760302182769,[],[],False,0.0,False,0,442.8,0
1760302183383,[],[],False,0.0,False,0,601.5,0
1760302184052,[],[],False,0.0,False,0,654.8,0
1760302184655,[],[],False,0.0,False,0,584.1,0
1760302185456,[],[],False,0.0,False,0,785.6,0
1760302186021,[],[],False,0.0,False,0,537.2,0
1760302186556,[],[],False,0.0,False,0,510.7,0
1760302187138,[],[],False,0.0,False,0,567.1,0
1760302187767,[],[],False,0.0,False,0,614.9,0
1760302188405,[],[],False,0.0,False,0,621.9,0
1760302189078,[],[],False,0.0,False,0,648.0,0
1760302189577,[],[],False,0.0,False,0,482.3,0
1760302190079,[],[],False,0.0,False,0,485.0,0
1760302190612,[],[],False,0.0,False,0,518.9,0
1760302191126,[],[],False,0.0,False,0,500.0,0
1760302191629,"[""Hand""]",[],False,0.0,False,0,481.3,0
1760302192191,"[""Hand""]",[],False,0.0,False,0,545.7,0
1760302192806,"[""Hand""]",[],False,0.0,False,0,597.7,0
1760302193335,[],[],False,0.0,False,0,500.0,0
1760302193832,[],[],False,0.0,False,0,482.1,0
1760302194357,[],[],False,0.0,False,0,502.8,0
1760302194894,[],[],False,0.0,False,0,522.4,0
1760302195403,"[""Chit""]","[""Chit""]",True,0.0,False,0,482.5,1
1760302195920,[],[],False,0.0,False,0,500.4,0
1760302196439,[],[],False,0.0,False,0,500.2,0
1760302196912,[],[],False,0.0,False,0,458.0,0
1760302197432,[],[],False,0.0,False,0,503.8,0
1760302197916,[],[],False,0.0,False,0,461.4,0
1760302198402,[],[],False,0.0,False,0,466.8,0
1760302198919,[],[],False,0.0,False,0,501.8,0
1760302199408,[],[],False,0.0,False,0,460.8,0
1760302199897,[],[],False,0.0,False,0,473.3,0
1760302200456,[],[],False,0.0,False,0,531.6,0
1760302200985,"[""Chit""]","[""Chit""]",True,0.0,False,0,505.2,1
1760302201516,[],[],False,0.0,False,0,513.9,0
1760302202026,[],[],False,0.0,False,0,488.2,0
1760302202675,[],[],False,0.0,False,0,632.3,0
1760302203360,"[""Chit""]","[""Chit""]",True,0.0,False,0,665.4,1
1760302203921,"[""Chit""]","[""Chit""]",True,0.5623345375061035,False,0,546.5,1
1760302204453,"[""Chit""]","[""Chit""]",True,1.0939640998840332,False,0,513.2,1
1760302204953,"[""Chit""]","[""Chit""]",True,1.5946800708770752,False,0,485.2,1
1760302205451,"[""Chit""]","[""Chit""]",True,2.092344284057617,False,0,479.7,1
1760302205984,"[""Chit""]","[""Chit""]",True,2.625075578689575,False,0,516.4,1
1760302206499,"[""Chit""]","[""Chit""]",True,3.1401004791259766,True,1,495.0,1
1760302207511,"[""Chit"", ""Chit""]","[""Chit"", ""Chit""]",True,4.152358531951904,True,1,507.9,2
1760302207537,[],[],False,0.0,False,1,485.9,0
1760302208130,"[""Chit"", ""Chit""]","[""Chit"", ""Chit""]",True,0.0,False,1,574.2,2
1760302208767,"[""Chit""]","[""Chit""]",True,0.6367435455322266,False,1,620.2,1
1760302209406,"[""Chit""]","[""Chit""]",True,1.275926113128662,False,1,621.1,1
1760302210031,"[""Chit""]","[""Chit""]",True,1.9009215831756592,False,1,595.6,1
1760302210512,"[""Chit"", ""Chit""]","[""Chit"", ""Chit""]",True,2.3815600872039795,False,1,464.1,2
1760302211071,"[""Chit""]","[""Chit""]",True,2.9406936168670654,False,1,544.7,1
1760302211582,"[""Chit"", ""Chit""]","[""Chit"", ""Chit""]",True,3.45043683052063,True,2,496.7,2
1760302212120,"[""Chit"", ""Chit"", ""Chit""]","[""Chit"", ""Chit"", ""Chit""]",True,3.989840030670166,True,2,521.0,3
1760302212621,"[""Chit""]","[""Chit""]",True,4.491034746170044,True,2,480.0,1
1760302213137,"[""Chit""]","[""Chit""]",True,5.006286382675171,True,2,496.9,1
1760302213619,"[""Chit"", ""Phone""]","[""Chit"", ""Phone""]",True,0.0,False,2,463.2,2
1760302214124,"[""Chit""]","[""Chit""]",True,0.0,False,2,486.7,1
1760302214640,[],[],False,0.0,False,2,495.7,0
1760302215153,"[""Chit""]","[""Chit""]",True,0.0,False,2,487.9,1
1760302215673,[],[],False,0.0,False,2,495.6,0
1760302216153,[],[],False,0.0,False,2,464.9,0
1760302216627,"[""Hand""]",[],False,0.0,False,2,454.8,0
1760302217226,[],[],False,0.0,False,2,574.6,0
